Dataset,1_1_1,1_1_2,1_1_3,1_2_1,1_2_2,1_2_3,1_3_1,1_3_2,1_3_3,2_1_1,2_1_2,2_1_3,2_2_1,2_2_2,2_2_3,2_3_1,2_3_2,2_3_3
Daily_Temperatures_730,1.2552002792101773,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2555065395387155,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222,1.2551075402190222
Daily_Temperatures_365,2.157587606932504,1.9507306784689,1.962514366612428,1.8890357401521831,1.8890357401521831,1.8890357401521831,1.8890357401521831,1.8890357401521831,1.8890357401521831,2.1114272773990312,1.9429392247218065,1.9485252657574028,1.8890357401521831,1.8890357401521831,1.8890357401521831,1.8890357401521831,1.8890357401521831,1.8890357401521831
Heart_Rate_P1_600,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728,0.8698118557975728
Heart_Rate_P1_450,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627,1.1462791008465627
Heart_Rate_P1_360,1.442634364118841,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588,1.4411150018868588
Heart_Rate_P1_300,1.684486016145005,1.6721697867407452,1.6721697867407452,1.6836217767380466,1.6721697867407452,1.6721697867407452,1.6836217767380466,1.6721697867407452,1.6721697867407452,1.6747134317256531,1.6721697867407452,1.6721697867407452,1.6721697867407452,1.6721697867407452,1.6721697867407452,1.6721697867407452,1.6721697867407452,1.6721697867407452
Heart_Rate_P1_225,2.0917856360280225,2.028200053833685,2.028200053833685,2.0324795678563765,2.028200053833685,2.028200053833685,2.0324795678563765,2.028200053833685,2.028200053833685,2.062235109556994,2.028200053833685,2.028200053833685,2.0397747110466056,2.028200053833685,2.028200053833685,2.0397747110466056,2.028200053833685,2.028200053833685
Heart_Rate_P1_200,2.535401774958543,2.371702994081137,2.3826094283374206,2.388096066049012,2.3526277651855425,2.3526277651855425,2.388096066049012,2.3526277651855425,2.3526277651855425,2.496155652909529,2.3721574062545003,2.378886634761393,2.372092537051271,2.3526277651855425,2.3526277651855425,2.372092537051271,2.3526277651855425,2.3526277651855425
Heart_Rate_P1_180,3.013920641716487,2.7284108817085837,2.721413200676674,2.691561030324772,2.673123264481806,2.674641660756243,2.691561030324772,2.673123264481806,2.674641660756243,2.895030964490295,2.714744185287259,2.719042879774707,2.6890714095201638,2.673123264481806,2.673123264481806,2.6890714095201638,2.673123264481806,2.673123264481806
Heart_Rate_P2_600,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723,0.7955193081304723
Heart_Rate_P2_450,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382,1.2767258014528382
Heart_Rate_P2_360,1.3368400685796304,1.3364533359643067,1.3364533359643067,1.347369632862747,1.3364533359643067,1.3364533359643067,1.347369632862747,1.3364533359643067,1.3364533359643067,1.3368400685796304,1.3364533359643067,1.3364533359643067,1.3364533359643067,1.3364533359643067,1.3364533359643067,1.3364533359643067,1.3364533359643067,1.3364533359643067
Heart_Rate_P2_300,2.069399890874208,2.05857332723376,2.05857332723376,2.064863226645996,2.05857332723376,2.05857332723376,2.064863226645996,2.05857332723376,2.05857332723376,2.067481585811916,2.05857332723376,2.05857332723376,2.060145802086819,2.05857332723376,2.05857332723376,2.060145802086819,2.05857332723376,2.05857332723376
Heart_Rate_P2_225,2.4556232884475406,2.1959816071759866,2.1947900384500527,2.2658315246378025,2.1942916761665505,2.194374736547134,2.2658315246378025,2.1942916761665505,2.194374736547134,2.4142017165655973,2.196591753237835,2.1957324260342355,2.266947367019493,2.1942916761665505,2.1942916761665505,2.266947367019493,2.1942916761665505,2.1942916761665505
Heart_Rate_P2_200,2.6792079556617456,2.227827984391561,2.2357733809902407,2.278749927114589,2.1867224736474293,2.1867224736474293,2.278749927114589,2.1867224736474293,2.1867224736474293,2.5649661802070343,2.225579894080743,2.2410359738319143,2.307672312792848,2.1867224736474293,2.1867224736474293,2.307672312792848,2.1867224736474293,2.1867224736474293
Heart_Rate_P2_180,3.279962626757221,2.9284228898440223,2.9259007988341668,2.971745382670533,2.8994729659254355,2.900097101114288,2.971745382670533,2.8994729659254355,2.900097101114288,3.2062881673585664,2.9208812707919503,2.927710014303261,2.9895655049887297,2.8994729659254355,2.8995977929632057,2.9895655049887297,2.8994729659254355,2.8995977929632057
Heart_Rate_P3_190,1.064136718465011,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.054170117666832,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286,1.0528889662965286
Heart_Rate_P3_95,4.103643768844798,3.3506308376382234,3.3198455570506686,3.254036830127019,3.2250432888099865,3.228264793400768,3.254036830127019,3.2250432888099865,3.228264793400768,3.766155490920064,3.2855178126560016,3.3011987495003865,3.2250432888099865,3.2250432888099865,3.2250432888099865,3.2250432888099865,3.2250432888099865,3.2250432888099865
Heart_Rate_P4_190,1.0159891394271017,1.0157161262668428,1.0157161262668428,1.018370209116125,1.0157161262668428,1.0157161262668428,1.018370209116125,1.0157161262668428,1.0157161262668428,1.0158981350403486,1.0157161262668428,1.0157161262668428,1.0157161262668428,1.0157161262668428,1.0157161262668428,1.0157161262668428,1.0157161262668428,1.0157161262668428
Heart_Rate_P4_95,3.0249180765703403,2.8373030324317976,2.827515018520056,2.8142712039733366,2.803135748306508,2.8032298792628483,2.8142712039733366,2.803135748306508,2.8032298792628483,2.944711788921317,2.828420848989208,2.827884261303178,2.8135656512336684,2.803135748306508,2.803135748306508,2.8135656512336684,2.803135748306508,2.803135748306508
Synthetic_1_250,1.361099633611478,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3596149845846823,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825,1.3585300742315825
Synthetic_1_200,0.3411948688683065,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.2267447926731236,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863,0.0733571022609863
Synthetic_1_125,2.3827103873394035,1.7908355466901011,1.796155133468757,1.8298498277974904,1.6814489767318852,1.6941504492035075,1.8298498277974904,1.6814489767318852,1.6941504492035075,2.329946706226236,1.7791390385937256,1.7701508130218837,1.7954353701477843,1.681033917142374,1.6835130985873346,1.7954353701477843,1.681033917142374,1.6835130985873346
Synthetic_1_100,2.276334395971047,1.38599069173529,1.423822066008322,0.2373271764628185,0.2373271764628185,0.2373271764628185,0.2373271764628185,0.2373271764628185,0.2373271764628185,1.952091016165256,1.2541912752664452,1.3123227001000497,0.2373271764628185,0.2373271764628185,0.2373271764628185,0.2373271764628185,0.2373271764628185,0.2373271764628185
Synthetic_2_250,0.8087896215508464,0.6033669265163264,0.6033669265163264,0.6135033186183697,0.6033669265163264,0.6033669265163264,0.6135033186183697,0.6033669265163264,0.6033669265163264,0.7099484919497491,0.6033669265163264,0.6033669265163264,0.6164377328941977,0.6033669265163264,0.6033669265163264,0.6164377328941977,0.6033669265163264,0.6033669265163264
Synthetic_2_200,0.9498359659876786,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.8961098060145916,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756,0.7030926888335756
Synthetic_2_125,2.20694331211146,1.623178527744194,1.630628114408568,1.6136487074225183,1.5195523854832986,1.526160078199291,1.6136487074225183,1.5195523854832986,1.526160078199291,2.14064858763961,1.6362492408754998,1.6311515344414622,1.6348290615532446,1.5194937181486428,1.5210590909896884,1.6348290615532446,1.5194937181486428,1.5210590909896884
Synthetic_2_100,2.7929373081870827,2.09040813382177,2.087619857159639,1.3881808639225135,1.3881808639225135,1.3881808639225135,1.3881808639225135,1.3881808639225135,1.3881808639225135,2.55928570889148,2.045181568777196,2.0971680632130587,1.3881808639225135,1.3881808639225135,1.3881808639225135,1.3881808639225135,1.3881808639225135,1.3881808639225135
Synthetic_3_250,1.354505230050537,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696,1.3542446277451696
Synthetic_3_200,2.1634671150949654,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.161664721106829,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246,2.1590707775434246
Synthetic_3_125,3.207278360963282,3.134207684438161,3.1358558110998205,3.131978805450181,3.121266466497877,3.1226291387352543,3.131978805450181,3.121266466497877,3.1226291387352543,3.1761889454828145,3.132509865331426,3.1339152838238302,3.1330015811016008,3.1210595176910325,3.1213497295451447,3.1330015811016008,3.1210595176910325,3.1213497295451447
Synthetic_3_100,4.402576249305279,4.3590497526354985,4.357225154973382,4.32736042383865,4.32736042383865,4.32736042383865,4.32736042383865,4.32736042383865,4.32736042383865,4.384676325676148,4.352191661989596,4.357318561097466,4.32736042383865,4.32736042383865,4.32736042383865,4.32736042383865,4.32736042383865,4.32736042383865
Synthetic_4_250,0.8672731888371618,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.7704320352519668,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375,0.643311423963375
Synthetic_4_200,1.8165097428743957,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.814211402596014,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498,1.810092177680498
Synthetic_4_125,2.3863253810913068,2.086842222355733,2.088462374274803,2.0971461591830547,2.075757118540829,2.076536652315484,2.0971461591830547,2.075757118540829,2.076536652315484,2.283010307115487,2.0883650829763263,2.0877569229786057,2.098358854450583,2.075757118540829,2.075757118540829,2.098358854450583,2.075757118540829,2.075757118540829
Synthetic_4_100,3.1154663293458302,2.5021418795803587,2.523633132790445,1.993867907903597,1.993867907903597,1.993867907903597,1.993867907903597,1.993867907903597,1.993867907903597,2.816543665939879,2.4051126797692666,2.453239436684864,1.993867907903597,1.993867907903597,1.993867907903597,1.993867907903597,1.993867907903597,1.993867907903597
Synthetic_5_250,1.3294012894573777,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165,1.3292038567821165
Synthetic_5_200,1.4978461754703014,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4963832907753956,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696,1.4948696931774696
Synthetic_5_125,2.3444255778339884,2.2182702767666904,2.218210851517312,2.210449082563675,2.210449082563675,2.210449082563675,2.210449082563675,2.210449082563675,2.210449082563675,2.2782992873638017,2.215533393266004,2.2185285456352104,2.210449082563675,2.210449082563675,2.210449082563675,2.210449082563675,2.210449082563675,2.210449082563675
Synthetic_5_100,1.7282014210725347,0.8555769932424774,0.7885059789574594,0.2726729418333893,0.2726729418333893,0.2726729418333893,0.2726729418333893,0.2726729418333893,0.2726729418333893,1.52165307360307,0.7734436520418632,0.7920208220245831,0.2726729418333893,0.2726729418333893,0.2726729418333893,0.2726729418333893,0.2726729418333893,0.2726729418333893
